=== RISC-V System/CSR Instructions Scan Results ===

--- Known CSR Instructions ---
Offset	Instruction	Decoded Instruction	Privilege Level	Use and Accessibility
0x001D4AF8	0x696C6573	CSRRSI (rd=x10, csr=0x696, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D4B5C	0x65206973	CSRRSI (rd=x18, csr=0x652, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D4B70	0x72657573	CSRRCI (rd=x10, csr=0x726, rs1/x=10)	Machine-Level	Standard read/write
0x001D4B78	0x65786973	CSRRSI (rd=x18, csr=0x657, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D4B84	0x65737973	CSRRCI (rd=x18, csr=0x657, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D4B98	0x72657573	CSRRCI (rd=x10, csr=0x726, rs1/x=10)	Machine-Level	Standard read/write
0x001D4BA0	0x65786973	CSRRSI (rd=x18, csr=0x657, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D4BAC	0x65737973	CSRRCI (rd=x18, csr=0x657, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D4BC0	0x616D6573	CSRRSI (rd=x10, csr=0x616, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D4BE0	0x20222573	CSRRS (rd=x10, csr=0x202, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D4C28	0x20222573	CSRRS (rd=x10, csr=0x202, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D4C3C	0x71756573	CSRRSI (rd=x10, csr=0x717, rs1/x=10)	Machine-Level	Standard read/write
0x001D4C78	0x20612073	CSRRS (rd=x0, csr=0x206, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D4C94	0x20222573	CSRRS (rd=x10, csr=0x202, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D4CE0	0x6F636573	CSRRSI (rd=x10, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D4D0C	0x74792073	CSRRS (rd=x0, csr=0x747, rs1/x=18)	Machine-Level	Standard read/write
0x001D4DEC	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D4E50	0x5F727773	CSRRCI (rd=x14, csr=0x5F7, rs1/x=4)	Supervisor-Level	Custom read/write
0x001D4E5C	0x69745F73	CSRRWI (rd=x30, csr=0x697, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D4E88	0x65202573	CSRRS (rd=x10, csr=0x652, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D4F94	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D4FB0	0x206C6973	CSRRSI (rd=x18, csr=0x206, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D4FCC	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D4FD4	0x65737973	CSRRCI (rd=x18, csr=0x657, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D4FE0	0x67202573	CSRRS (rd=x10, csr=0x672, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D4FE8	0x25732073	CSRRS (rd=x0, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D5070	0x20686173	CSRRSI (rd=x2, csr=0x206, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D5094	0x64206973	CSRRSI (rd=x18, csr=0x642, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D50A4	0x74686973	CSRRSI (rd=x18, csr=0x746, rs1/x=16)	Machine-Level	Standard read/write
0x001D50E0	0x746F2073	CSRRS (rd=x0, csr=0x746, rs1/x=30)	Machine-Level	Standard read/write
0x001D5190	0x20686173	CSRRSI (rd=x2, csr=0x206, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D51A0	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D51E8	0x616D6573	CSRRSI (rd=x10, csr=0x616, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D5250	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D52E4	0x74727573	CSRRCI (rd=x10, csr=0x747, rs1/x=4)	Machine-Level	Standard read/write
0x001D5304	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D5308	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D530C	0x20706173	CSRRSI (rd=x2, csr=0x207, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D534C	0x666C7573	CSRRCI (rd=x10, csr=0x666, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D5350	0x682D2573	CSRRS (rd=x10, csr=0x682, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D53B8	0x74206E73	CSRRSI (rd=x28, csr=0x742, rs1/x=0)	Machine-Level	Standard read/write
0x001D53C4	0x6E736673	CSRRSI (rd=x12, csr=0x6E7, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D53CC	0x01346673	CSRRSI (rd=x12, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D5414	0x27742073	CSRRS (rd=x0, csr=0x277, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D5420	0x6F722073	CSRRS (rd=x0, csr=0x6F7, rs1/x=4)	Hypervisor and VS	Custom read/write
0x001D542C	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D5438	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D5444	0x01352573	CSRRS (rd=x10, csr=0x013, rs1/x=10)	Unprivileged and User-Level	Standard read/write
0x001D5464	0x6E672073	CSRRS (rd=x0, csr=0x6E6, rs1/x=14)	Hypervisor and VS	Custom read/write
0x001D547C	0x72636573	CSRRSI (rd=x10, csr=0x726, rs1/x=6)	Machine-Level	Standard read/write
0x001D54E8	0x696F6E73	CSRRSI (rd=x28, csr=0x696, rs1/x=30)	Hypervisor and VS	Standard read/write
0x001D55A4	0x64697273	CSRRCI (rd=x4, csr=0x646, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D55D8	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D55F4	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D5640	0x20706173	CSRRSI (rd=x2, csr=0x207, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D5664	0x66616C73	CSRRSI (rd=x24, csr=0x666, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D56A8	0x73207073	CSRRCI (rd=x0, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D56B4	0x65737973	CSRRCI (rd=x18, csr=0x657, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D5798	0x64656673	CSRRSI (rd=x12, csr=0x646, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D5848	0x78202873	CSRRS (rd=x16, csr=0x782, rs1/x=0)	Machine-Level	Standard read/write
0x001D58A4	0x626C6573	CSRRSI (rd=x10, csr=0x626, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D58DC	0x6F636573	CSRRSI (rd=x10, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D5920	0x6F636573	CSRRSI (rd=x10, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D5998	0x6F636573	CSRRSI (rd=x10, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D5A20	0x74615F73	CSRRWI (rd=x30, csr=0x746, rs1/x=2)	Machine-Level	Standard read/write
0x001D5A48	0x73202573	CSRRS (rd=x10, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D5ACC	0x63617073	CSRRCI (rd=x0, csr=0x636, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D5AF0	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D5AF8	0x20756E73	CSRRSI (rd=x28, csr=0x207, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D5B08	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D5B0C	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D5B54	0x65655F73	CSRRWI (rd=x30, csr=0x656, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D5BA0	0x25752573	CSRRS (rd=x10, csr=0x257, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D5BA4	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D5BEC	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D5BF8	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D5C00	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D5C08	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D5C24	0x70726573	CSRRSI (rd=x10, csr=0x707, rs1/x=4)	Machine-Level	Standard read/write
0x001D5C30	0x25642073	CSRRS (rd=x0, csr=0x256, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D5C88	0x2D746573	CSRRSI (rd=x10, csr=0x2D7, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D5CB0	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D5D68	0x71756573	CSRRSI (rd=x10, csr=0x717, rs1/x=10)	Machine-Level	Standard read/write
0x001D5D78	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D5E24	0x72657373	CSRRCI (rd=x6, csr=0x726, rs1/x=10)	Machine-Level	Standard read/write
0x001D5E40	0x6F772073	CSRRS (rd=x0, csr=0x6F7, rs1/x=14)	Hypervisor and VS	Custom read/write
0x001D5E74	0x67746873	CSRRSI (rd=x16, csr=0x677, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D5EB0	0x67746873	CSRRSI (rd=x16, csr=0x677, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D66D8	0x20637573	CSRRCI (rd=x10, csr=0x206, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D66EC	0x75707473	CSRRCI (rd=x8, csr=0x757, rs1/x=0)	Machine-Level	Standard read/write
0x001D6AC0	0x69727173	CSRRCI (rd=x2, csr=0x697, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D6B70	0x74696573	CSRRSI (rd=x10, csr=0x746, rs1/x=18)	Machine-Level	Standard read/write
0x001D6C90	0x74696573	CSRRSI (rd=x10, csr=0x746, rs1/x=18)	Machine-Level	Standard read/write
0x001D6CC0	0x67756573	CSRRSI (rd=x10, csr=0x677, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D6CFC	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D6D34	0x70617273	CSRRCI (rd=x4, csr=0x706, rs1/x=2)	Machine-Level	Standard read/write
0x001D6D64	0x64726573	CSRRSI (rd=x10, csr=0x647, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D70B8	0x20626173	CSRRSI (rd=x2, csr=0x206, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D7180	0x72657373	CSRRCI (rd=x6, csr=0x726, rs1/x=10)	Machine-Level	Standard read/write
0x001D71E0	0x206D6973	CSRRSI (rd=x18, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D7258	0x20726973	CSRRSI (rd=x18, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D7468	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D74D0	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D74E8	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D7504	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D75D0	0x563A2573	CSRRS (rd=x10, csr=0x563, rs1/x=20)	Supervisor-Level	Standard read/write
0x001D75D4	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D760C	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D7610	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D764C	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D766C	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D768C	0x656C6C73	CSRRSI (rd=x24, csr=0x656, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D76AC	0x636C7573	CSRRCI (rd=x10, csr=0x636, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D76CC	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D76DC	0x6E676573	CSRRSI (rd=x10, csr=0x6E6, rs1/x=14)	Hypervisor and VS	Custom read/write
0x001D76E4	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D76FC	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D7704	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D772C	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D7758	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D775C	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D7760	0x206D7573	CSRRCI (rd=x10, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D77AC	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D77B0	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D77B4	0x206D7573	CSRRCI (rd=x10, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D77D0	0x26202E73	CSRRS (rd=x28, csr=0x262, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D77E0	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D77E4	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D77E8	0x206D7573	CSRRCI (rd=x10, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D7818	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D781C	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D7820	0x206D7573	CSRRCI (rd=x10, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D7858	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D785C	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D7860	0x206D7573	CSRRCI (rd=x10, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D787C	0x26202E73	CSRRS (rd=x28, csr=0x262, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D788C	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D78A0	0x70686173	CSRRSI (rd=x2, csr=0x706, rs1/x=16)	Machine-Level	Standard read/write
0x001D78B4	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D78E0	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D7918	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D7940	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D7948	0x6B202573	CSRRS (rd=x10, csr=0x6B2, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D7A78	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D7A98	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D7AD8	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D7DD4	0x74202573	CSRRS (rd=x10, csr=0x742, rs1/x=0)	Machine-Level	Standard read/write
0x001D7DF4	0x61746573	CSRRSI (rd=x10, csr=0x617, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D7E0C	0x61746573	CSRRSI (rd=x10, csr=0x617, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D7EFC	0x68652073	CSRRS (rd=x0, csr=0x686, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D7F04	0x6D206973	CSRRSI (rd=x18, csr=0x6D2, rs1/x=0)	Hypervisor and VS	Custom read/write
0x001D7F6C	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D7FF4	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D8098	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D80C8	0x656E2773	CSRRS (rd=x14, csr=0x656, rs1/x=28)	Hypervisor and VS	Standard read/write
0x001D80E0	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D8108	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D8128	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D8154	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D815C	0x206D6973	CSRRSI (rd=x18, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D8184	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D8190	0x73207573	CSRRCI (rd=x10, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D81A0	0x65642073	CSRRS (rd=x0, csr=0x656, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D81C8	0x01352573	CSRRS (rd=x10, csr=0x013, rs1/x=10)	Unprivileged and User-Level	Standard read/write
0x001D81E0	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D81F0	0x20736573	CSRRSI (rd=x10, csr=0x207, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D81FC	0x01352573	CSRRS (rd=x10, csr=0x013, rs1/x=10)	Unprivileged and User-Level	Standard read/write
0x001D8214	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D8238	0x01352573	CSRRS (rd=x10, csr=0x013, rs1/x=10)	Unprivileged and User-Level	Standard read/write
0x001D8250	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D8308	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D833C	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D835C	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D8470	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D84A0	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D84C4	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D8618	0x2C207573	CSRRCI (rd=x10, csr=0x2C2, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D8654	0x2C207573	CSRRCI (rd=x10, csr=0x2C2, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D86AC	0x782C7273	CSRRCI (rd=x4, csr=0x782, rs1/x=24)	Machine-Level	Standard read/write
0x001D8708	0x25732073	CSRRS (rd=x0, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D8714	0x6F6D2073	CSRRS (rd=x0, csr=0x6F6, rs1/x=26)	Hypervisor and VS	Custom read/write
0x001D8724	0x54686973	CSRRSI (rd=x18, csr=0x546, rs1/x=16)	Supervisor-Level	Standard read/write
0x001D878C	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D8790	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D87B4	0x29206973	CSRRSI (rd=x18, csr=0x292, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D87C0	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D87C4	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D87F4	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D8860	0x69766973	CSRRSI (rd=x18, csr=0x697, rs1/x=12)	Hypervisor and VS	Standard read/write
0x001D8868	0x636C6F73	CSRRSI (rd=x30, csr=0x636, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D8878	0x636C6F73	CSRRSI (rd=x30, csr=0x636, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D891C	0x6F666673	CSRRSI (rd=x12, csr=0x6F6, rs1/x=12)	Hypervisor and VS	Custom read/write
0x001D8928	0x6F666673	CSRRSI (rd=x12, csr=0x6F6, rs1/x=12)	Hypervisor and VS	Custom read/write
0x001D89E8	0x20756E73	CSRRSI (rd=x28, csr=0x207, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D8A2C	0x72657373	CSRRCI (rd=x6, csr=0x726, rs1/x=10)	Machine-Level	Standard read/write
0x001D8A68	0x20756E73	CSRRSI (rd=x28, csr=0x207, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D8B3C	0x52512073	CSRRS (rd=x0, csr=0x525, rs1/x=2)	Supervisor-Level	Standard read/write
0x001D8B64	0x71756573	CSRRSI (rd=x10, csr=0x717, rs1/x=10)	Machine-Level	Standard read/write
0x001D8BC0	0x726F7273	CSRRCI (rd=x4, csr=0x726, rs1/x=30)	Machine-Level	Standard read/write
0x001D8BE0	0x38782073	CSRRS (rd=x0, csr=0x387, rs1/x=16)	Machine-Level	Standard read/write
0x001D8DA4	0x72746173	CSRRSI (rd=x2, csr=0x727, rs1/x=8)	Machine-Level	Standard read/write
0x001D8DEC	0x68726573	CSRRSI (rd=x10, csr=0x687, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D8E44	0x6F665F73	CSRRWI (rd=x30, csr=0x6F6, rs1/x=12)	Hypervisor and VS	Custom read/write
0x001D8F00	0x6D697373	CSRRCI (rd=x6, csr=0x6D6, rs1/x=18)	Hypervisor and VS	Custom read/write
0x001D8F24	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D8F5C	0x5D202573	CSRRS (rd=x10, csr=0x5D2, rs1/x=0)	Supervisor-Level	Custom read/write
0x001D8F7C	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D8FBC	0x206D6973	CSRRSI (rd=x18, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D9008	0x64202573	CSRRS (rd=x10, csr=0x642, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D9130	0x6E672073	CSRRS (rd=x0, csr=0x6E6, rs1/x=14)	Hypervisor and VS	Custom read/write
0x001D9160	0x636F6E73	CSRRSI (rd=x28, csr=0x636, rs1/x=30)	Hypervisor and VS	Standard read/write
0x001D91F4	0x733A2573	CSRRS (rd=x10, csr=0x733, rs1/x=20)	Machine-Level	Standard read/write
0x001D9320	0x3E627573	CSRRCI (rd=x10, csr=0x3E6, rs1/x=4)	Machine-Level	Standard read/write
0x001D9340	0x73756273	CSRRSI (rd=x4, csr=0x737, rs1/x=10)	Machine-Level	Standard read/write
0x001D9350	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D9370	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D9394	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D93A4	0x696C6573	CSRRSI (rd=x10, csr=0x696, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D93B8	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D93DC	0x27627573	CSRRCI (rd=x10, csr=0x276, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D9510	0x72202573	CSRRS (rd=x10, csr=0x722, rs1/x=0)	Machine-Level	Standard read/write
0x001D9554	0x20737973	CSRRCI (rd=x18, csr=0x207, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D95D4	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D9634	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D964C	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D9650	0x65207573	CSRRCI (rd=x10, csr=0x652, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D96A4	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D96C4	0x616D6573	CSRRSI (rd=x10, csr=0x616, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D96D0	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D96F8	0x01322573	CSRRS (rd=x10, csr=0x013, rs1/x=4)	Unprivileged and User-Level	Standard read/write
0x001D9710	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D9720	0x636C6173	CSRRSI (rd=x2, csr=0x636, rs1/x=24)	Hypervisor and VS	Standard read/write
