=== RISC-V System/CSR Instructions Scan Results ===

--- Known CSR Instructions ---
Offset	Instruction	Decoded Instruction	Privilege Level	Use and Accessibility
0x001CFB0C	0x63682073	CSRRS (rd=x0, csr=0x636, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001CFB10	0x70616E73	CSRRSI (rd=x28, csr=0x706, rs1/x=2)	Machine-Level	Standard read/write
0x001CFB4C	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001CFBB8	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001CFBD8	0x616C2073	CSRRS (rd=x0, csr=0x616, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001CFC00	0x25752573	CSRRS (rd=x10, csr=0x257, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001CFC14	0x20526573	CSRRSI (rd=x10, csr=0x205, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001CFC84	0x6C616773	CSRRSI (rd=x14, csr=0x6C6, rs1/x=2)	Hypervisor and VS	Custom read/write
0x001CFCC0	0x01632573	CSRRS (rd=x10, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001CFCC4	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001CFCCC	0x01632573	CSRRS (rd=x10, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001CFCD4	0x2A257073	CSRRCI (rd=x0, csr=0x2A2, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001CFD40	0x63707573	CSRRCI (rd=x10, csr=0x637, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001CFD6C	0x01632573	CSRRS (rd=x10, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001CFDA4	0x25642573	CSRRS (rd=x10, csr=0x256, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001CFDF8	0x522D2573	CSRRS (rd=x10, csr=0x522, rs1/x=26)	Supervisor-Level	Standard read/write
0x001CFE60	0x20222573	CSRRS (rd=x10, csr=0x202, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D0160	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D0164	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0168	0x20686173	CSRRSI (rd=x2, csr=0x206, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D01BC	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0300	0x256C7573	CSRRCI (rd=x10, csr=0x256, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D0308	0x6B657273	CSRRCI (rd=x4, csr=0x6B6, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D0408	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D0428	0x68617273	CSRRCI (rd=x4, csr=0x686, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D0434	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D0450	0x656E7473	CSRRCI (rd=x8, csr=0x656, rs1/x=28)	Hypervisor and VS	Standard read/write
0x001D0458	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D047C	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D04D8	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D04E4	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D04FC	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D051C	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D0548	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D0568	0x20602573	CSRRS (rd=x10, csr=0x206, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D05C0	0x68207573	CSRRCI (rd=x10, csr=0x682, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D05E0	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D0644	0x706F7373	CSRRCI (rd=x6, csr=0x706, rs1/x=30)	Machine-Level	Standard read/write
0x001D0694	0x65676973	CSRRSI (rd=x18, csr=0x656, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D06C0	0x20737973	CSRRCI (rd=x18, csr=0x207, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D06E0	0x20737973	CSRRCI (rd=x18, csr=0x207, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D06F4	0x20272573	CSRRS (rd=x10, csr=0x202, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D0730	0x65206973	CSRRSI (rd=x18, csr=0x652, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D076C	0x20696E73	CSRRSI (rd=x28, csr=0x206, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D08A8	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D08D0	0x473A2073	CSRRS (rd=x0, csr=0x473, rs1/x=20)	Unprivileged and User-Level	Standard read/write
0x001D0948	0x01632073	CSRRS (rd=x0, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D09A0	0x20696E73	CSRRSI (rd=x28, csr=0x206, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D0A14	0x643A2073	CSRRS (rd=x0, csr=0x643, rs1/x=20)	Hypervisor and VS	Standard read/write
0x001D0A78	0x20746173	CSRRSI (rd=x2, csr=0x207, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D0A94	0x206D6973	CSRRSI (rd=x18, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D0AD4	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0AF0	0x3E727773	CSRRCI (rd=x14, csr=0x3E7, rs1/x=4)	Machine-Level	Standard read/write
0x001D0B48	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0B98	0x47206973	CSRRSI (rd=x18, csr=0x472, rs1/x=0)	Unprivileged and User-Level	Standard read/write
0x001D0BD0	0x656C2073	CSRRS (rd=x0, csr=0x656, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D0C28	0x3A206173	CSRRSI (rd=x2, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0CC0	0x6F6F2073	CSRRS (rd=x0, csr=0x6F6, rs1/x=30)	Hypervisor and VS	Custom read/write
0x001D0E24	0x206D6573	CSRRSI (rd=x10, csr=0x206, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D0E74	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0E88	0x20646973	CSRRSI (rd=x18, csr=0x206, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D0F40	0x636F6E73	CSRRSI (rd=x28, csr=0x636, rs1/x=30)	Hypervisor and VS	Standard read/write
0x001D0F98	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D0FC0	0x4F6F7073	CSRRCI (rd=x0, csr=0x4F6, rs1/x=30)	Unprivileged and User-Level	Standard read/write
0x001D0FE8	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D1004	0x746F2073	CSRRS (rd=x0, csr=0x746, rs1/x=30)	Machine-Level	Standard read/write
0x001D1020	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D10B8	0x26646573	CSRRSI (rd=x10, csr=0x266, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D10D0	0x26646573	CSRRSI (rd=x10, csr=0x266, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D11C8	0x25313473	CSRRC (rd=x8, csr=0x253, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D12E0	0x25642D73	CSRRS (rd=x26, csr=0x256, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D134C	0x72202573	CSRRS (rd=x10, csr=0x722, rs1/x=0)	Machine-Level	Standard read/write
0x001D13AC	0x70202573	CSRRS (rd=x10, csr=0x702, rs1/x=0)	Machine-Level	Standard read/write
0x001D15A0	0x61792073	CSRRS (rd=x0, csr=0x617, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D164C	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D169C	0x75732573	CSRRS (rd=x10, csr=0x757, rs1/x=6)	Machine-Level	Standard read/write
0x001D16E4	0x5F646573	CSRRSI (rd=x10, csr=0x5F6, rs1/x=8)	Supervisor-Level	Custom read/write
0x001D16EC	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D1764	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D1770	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D17EC	0x65736373	CSRRSI (rd=x6, csr=0x657, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D17F8	0x2C206173	CSRRSI (rd=x2, csr=0x2C2, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D1838	0x6D202573	CSRRS (rd=x10, csr=0x6D2, rs1/x=0)	Hypervisor and VS	Custom read/write
0x001D18A4	0x72202573	CSRRS (rd=x10, csr=0x722, rs1/x=0)	Machine-Level	Standard read/write
0x001D18D0	0x25732573	CSRRS (rd=x10, csr=0x257, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D1998	0x65786973	CSRRSI (rd=x18, csr=0x657, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D19D8	0x612C2073	CSRRS (rd=x0, csr=0x612, rs1/x=24)	Hypervisor and VS	Standard read/write
0x001D1AA4	0x63745F73	CSRRWI (rd=x30, csr=0x637, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D1AD4	0x72736973	CSRRSI (rd=x18, csr=0x727, rs1/x=6)	Machine-Level	Standard read/write
0x001D1B04	0x20696E73	CSRRSI (rd=x28, csr=0x206, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D1B40	0x61702073	CSRRS (rd=x0, csr=0x617, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D1B5C	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1BA8	0x6F742073	CSRRS (rd=x0, csr=0x6F7, rs1/x=8)	Hypervisor and VS	Custom read/write
0x001D1BD0	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1C24	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1C58	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1CA4	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1CC0	0x6E206973	CSRRSI (rd=x18, csr=0x6E2, rs1/x=0)	Hypervisor and VS	Custom read/write
0x001D1CD0	0x2D207573	CSRRCI (rd=x10, csr=0x2D2, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D1CD8	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1CEC	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1D40	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1D84	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1DC4	0x64206E73	CSRRSI (rd=x28, csr=0x642, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D1DD0	0x6F636B73	CSRRSI (rd=x22, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D1E1C	0x534F2073	CSRRS (rd=x0, csr=0x534, rs1/x=30)	Supervisor-Level	Standard read/write
0x001D1E84	0x73656373	CSRRSI (rd=x6, csr=0x736, rs1/x=10)	Machine-Level	Standard read/write
0x001D1EDC	0x75206E73	CSRRSI (rd=x28, csr=0x752, rs1/x=0)	Machine-Level	Standard read/write
0x001D1F18	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D1F40	0x75206E73	CSRRSI (rd=x28, csr=0x752, rs1/x=0)	Machine-Level	Standard read/write
0x001D1F58	0x73656373	CSRRSI (rd=x6, csr=0x736, rs1/x=10)	Machine-Level	Standard read/write
0x001D1F6C	0x2D313573	CSRRC (rd=x10, csr=0x2D3, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D1F90	0x2D313573	CSRRC (rd=x10, csr=0x2D3, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D1F98	0x75206E73	CSRRSI (rd=x28, csr=0x752, rs1/x=0)	Machine-Level	Standard read/write
0x001D1FBC	0x66696573	CSRRSI (rd=x10, csr=0x666, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D1FC8	0x2D313573	CSRRC (rd=x10, csr=0x2D3, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D2030	0x69745F73	CSRRWI (rd=x30, csr=0x697, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D2048	0x66696573	CSRRSI (rd=x10, csr=0x666, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D2064	0x69726573	CSRRSI (rd=x10, csr=0x697, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D2170	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D2188	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D21A0	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D21B8	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D21D8	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D21E8	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D2200	0x20257073	CSRRCI (rd=x0, csr=0x202, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D220C	0x72696573	CSRRSI (rd=x10, csr=0x726, rs1/x=18)	Machine-Level	Standard read/write
0x001D225C	0x6C756E73	CSRRSI (rd=x28, csr=0x6C7, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D2270	0x6C756E73	CSRRSI (rd=x28, csr=0x6C7, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D229C	0x6E652D73	CSRRS (rd=x26, csr=0x6E6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D22C4	0x73206973	CSRRSI (rd=x18, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D22E8	0x6F742073	CSRRS (rd=x0, csr=0x6F7, rs1/x=8)	Hypervisor and VS	Custom read/write
0x001D22F4	0x6E652D73	CSRRS (rd=x26, csr=0x6E6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D23A8	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D2410	0x6C6C6973	CSRRSI (rd=x18, csr=0x6C6, rs1/x=24)	Hypervisor and VS	Custom read/write
0x001D2468	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D24BC	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D24D8	0x5F6D6173	CSRRSI (rd=x2, csr=0x5F6, rs1/x=26)	Supervisor-Level	Custom read/write
0x001D24F4	0x6F6D5F73	CSRRWI (rd=x30, csr=0x6F6, rs1/x=26)	Hypervisor and VS	Custom read/write
0x001D2540	0x6C756573	CSRRSI (rd=x10, csr=0x6C7, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D2578	0x20207273	CSRRCI (rd=x4, csr=0x202, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D257C	0x73207273	CSRRCI (rd=x4, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D25A4	0x79746573	CSRRSI (rd=x10, csr=0x797, rs1/x=8)	Machine-Level	Standard read/write
0x001D2620	0x743D2573	CSRRS (rd=x10, csr=0x743, rs1/x=26)	Machine-Level	Standard read/write
0x001D2628	0x656D6173	CSRRSI (rd=x2, csr=0x656, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D2650	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D2694	0x01332573	CSRRS (rd=x10, csr=0x013, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D26A4	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D26C4	0x6E2D7273	CSRRCI (rd=x4, csr=0x6E2, rs1/x=26)	Hypervisor and VS	Custom read/write
0x001D26D4	0x652D7273	CSRRCI (rd=x4, csr=0x652, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D2730	0x20686173	CSRRSI (rd=x2, csr=0x206, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D2744	0x20282573	CSRRS (rd=x10, csr=0x202, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D2770	0x20646973	CSRRSI (rd=x18, csr=0x206, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D28BC	0x3A202573	CSRRS (rd=x10, csr=0x3A2, rs1/x=0)	Machine-Level	Standard read/write
0x001D28F8	0x74206B73	CSRRSI (rd=x22, csr=0x742, rs1/x=0)	Machine-Level	Standard read/write
0x001D2920	0x73652073	CSRRS (rd=x0, csr=0x736, rs1/x=10)	Machine-Level	Standard read/write
0x001D29CC	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D2A40	0x61676573	CSRRSI (rd=x10, csr=0x616, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D2A68	0x2E205573	CSRRWI (rd=x10, csr=0x2E2, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D2AC8	0x61676573	CSRRSI (rd=x10, csr=0x616, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D2B5C	0x79746573	CSRRSI (rd=x10, csr=0x797, rs1/x=8)	Machine-Level	Standard read/write
0x001D2B68	0x65202573	CSRRS (rd=x10, csr=0x652, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D2B78	0x6C616773	CSRRSI (rd=x14, csr=0x6C6, rs1/x=2)	Hypervisor and VS	Custom read/write
0x001D2BD4	0x20686173	CSRRSI (rd=x2, csr=0x206, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D2C1C	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D2C20	0x756C7473	CSRRCI (rd=x8, csr=0x756, rs1/x=24)	Machine-Level	Standard read/write
0x001D2C58	0x252D3873	CSRRC (rd=x16, csr=0x252, rs1/x=26)	Hypervisor and VS	Standard read/write
0x001D2C94	0x6E652073	CSRRS (rd=x0, csr=0x6E6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D2D58	0x796C6573	CSRRSI (rd=x10, csr=0x796, rs1/x=24)	Machine-Level	Standard read/write
0x001D2D78	0x79746573	CSRRSI (rd=x10, csr=0x797, rs1/x=8)	Machine-Level	Standard read/write
0x001D2E40	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D2E70	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D2E74	0x20686173	CSRRSI (rd=x2, csr=0x206, rs1/x=16)	Hypervisor and VS	Standard read/write
0x001D2F00	0x633A2573	CSRRS (rd=x10, csr=0x633, rs1/x=20)	Hypervisor and VS	Standard read/write
0x001D2FA8	0x01632573	CSRRS (rd=x10, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D3070	0x20646973	CSRRSI (rd=x18, csr=0x206, rs1/x=8)	Hypervisor and VS	Standard read/write
0x001D30E0	0x21626173	CSRRSI (rd=x2, csr=0x216, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D30EC	0x6F666673	CSRRSI (rd=x12, csr=0x6F6, rs1/x=12)	Hypervisor and VS	Custom read/write
0x001D3124	0x6F666673	CSRRSI (rd=x12, csr=0x6F6, rs1/x=12)	Hypervisor and VS	Custom read/write
0x001D32C4	0x01632073	CSRRS (rd=x0, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D32CC	0x73202573	CSRRS (rd=x10, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D32D4	0x01632073	CSRRS (rd=x0, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D32E0	0x01632073	CSRRS (rd=x0, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D32F8	0x6F666673	CSRRSI (rd=x12, csr=0x6F6, rs1/x=12)	Hypervisor and VS	Custom read/write
0x001D331C	0x01632073	CSRRS (rd=x0, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D3388	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D33D4	0x52656173	CSRRSI (rd=x2, csr=0x526, rs1/x=10)	Supervisor-Level	Standard read/write
0x001D3708	0x75206973	CSRRSI (rd=x18, csr=0x752, rs1/x=0)	Machine-Level	Standard read/write
0x001D3778	0x750A2073	CSRRS (rd=x0, csr=0x750, rs1/x=20)	Machine-Level	Standard read/write
0x001D37B0	0x6C752073	CSRRS (rd=x0, csr=0x6C7, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D3894	0x42206973	CSRRSI (rd=x18, csr=0x422, rs1/x=0)	Unprivileged and User-Level	Standard read/write
0x001D395C	0x01632573	CSRRS (rd=x10, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D396C	0x626F6F73	CSRRSI (rd=x30, csr=0x626, rs1/x=30)	Hypervisor and VS	Standard read/write
0x001D3AA4	0x01632573	CSRRS (rd=x10, csr=0x016, rs1/x=6)	Unprivileged and User-Level	Standard read/write
0x001D3B48	0x62697473	CSRRCI (rd=x8, csr=0x626, rs1/x=18)	Hypervisor and VS	Standard read/write
0x001D3B70	0x6D6D2D73	CSRRS (rd=x26, csr=0x6D6, rs1/x=26)	Hypervisor and VS	Custom read/write
0x001D3C20	0x61676573	CSRRSI (rd=x10, csr=0x616, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D3C3C	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D3C84	0x70206973	CSRRSI (rd=x18, csr=0x702, rs1/x=0)	Machine-Level	Standard read/write
0x001D3CB4	0x63617573	CSRRCI (rd=x10, csr=0x636, rs1/x=2)	Hypervisor and VS	Standard read/write
0x001D3D20	0x6D617973	CSRRCI (rd=x18, csr=0x6D6, rs1/x=2)	Hypervisor and VS	Custom read/write
0x001D3D3C	0x5F6D6973	CSRRSI (rd=x18, csr=0x5F6, rs1/x=26)	Supervisor-Level	Custom read/write
0x001D4064	0x696E6773	CSRRSI (rd=x14, csr=0x696, rs1/x=28)	Hypervisor and VS	Standard read/write
0x001D411C	0x5F6D6973	CSRRSI (rd=x18, csr=0x5F6, rs1/x=26)	Supervisor-Level	Custom read/write
0x001D4188	0x6C792073	CSRRS (rd=x0, csr=0x6C7, rs1/x=18)	Hypervisor and VS	Custom read/write
0x001D41E0	0x6F636573	CSRRSI (rd=x10, csr=0x6F6, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D42DC	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D4358	0x72657373	CSRRCI (rd=x6, csr=0x726, rs1/x=10)	Machine-Level	Standard read/write
0x001D437C	0x63657373	CSRRCI (rd=x6, csr=0x636, rs1/x=10)	Hypervisor and VS	Standard read/write
0x001D43CC	0x61676573	CSRRSI (rd=x10, csr=0x616, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D4448	0x6E736973	CSRRSI (rd=x18, csr=0x6E7, rs1/x=6)	Hypervisor and VS	Custom read/write
0x001D44E0	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D4568	0x69737473	CSRRCI (rd=x8, csr=0x697, rs1/x=6)	Hypervisor and VS	Standard read/write
0x001D458C	0x61676573	CSRRSI (rd=x10, csr=0x616, rs1/x=14)	Hypervisor and VS	Standard read/write
0x001D45A0	0x67202573	CSRRS (rd=x10, csr=0x672, rs1/x=0)	Hypervisor and VS	Standard read/write
0x001D45D8	0x73206973	CSRRSI (rd=x18, csr=0x732, rs1/x=0)	Machine-Level	Standard read/write
0x001D46E0	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D4768	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D4780	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D4798	0x6C616773	CSRRSI (rd=x14, csr=0x6C6, rs1/x=2)	Hypervisor and VS	Custom read/write
0x001D47B4	0x6F646573	CSRRSI (rd=x10, csr=0x6F6, rs1/x=8)	Hypervisor and VS	Custom read/write
0x001D47DC	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D47E8	0x79746573	CSRRSI (rd=x10, csr=0x797, rs1/x=8)	Machine-Level	Standard read/write
0x001D4818	0x01362573	CSRRS (rd=x10, csr=0x013, rs1/x=12)	Unprivileged and User-Level	Standard read/write
0x001D4824	0x79746573	CSRRSI (rd=x10, csr=0x797, rs1/x=8)	Machine-Level	Standard read/write
0x001D4858	0x01342573	CSRRS (rd=x10, csr=0x013, rs1/x=8)	Unprivileged and User-Level	Standard read/write
0x001D48A8	0x20726573	CSRRSI (rd=x10, csr=0x207, rs1/x=4)	Hypervisor and VS	Standard read/write
0x001D4948	0x43505573	CSRRWI (rd=x10, csr=0x435, rs1/x=0)	Unprivileged and User-Level	Standard read/write
0x001D4968	0x6C656173	CSRRSI (rd=x2, csr=0x6C6, rs1/x=10)	Hypervisor and VS	Custom read/write
0x001D49C4	0x2E323073	CSRRC (rd=x0, csr=0x2E3, rs1/x=4)	Hypervisor and VS	Standard read/write
